order_item_id,order_id,product_id,quantity,unit_price,subtotal
126,19,200,1,476.02,476.02
127,19,71,1,437.85,437.85
128,19,98,4,49.09,196.36
129,20,52,5,378.57,1892.85
130,20,101,2,87.29,174.58
131,20,166,4,369.7,1478.8
132,20,28,2,129.39,258.78
133,20,139,4,254.5,1018.0
134,20,56,5,382.78,1913.9
135,20,165,1,72.03,72.03
136,20,114,3,379.03,1137.09
137,21,128,2,55.17,110.34
138,22,101,5,87.29,436.45
139,22,1,5,326.92,1634.6
140,22,182,4,232.24,928.96
141,22,123,4,118.04,472.16
142,22,104,1,44.28,44.28
143,22,139,2,254.5,509.0
144,23,175,3,213.15,639.45
145,23,103,1,407.85,407.85
146,23,162,1,346.17,346.17
147,23,94,5,246.88,1234.4
148,23,88,1,130.46,130.46
149,23,118,3,52.62,157.86
150,24,179,4,420.19,1680.76
151,24,28,3,129.39,388.17
152,24,125,1,342.41,342.41
153,24,162,4,346.17,1384.68
154,24,189,2,313.41,626.82
155,25,17,5,479.46,2397.3
156,25,165,3,72.03,216.09
157,25,128,5,55.17,275.85
158,25,116,1,95.57,95.57
159,25,10,3,363.69,1091.07
160,25,15,3,355.11,1065.33
161,25,185,1,338.65,338.65
162,26,39,5,202.14,1010.7
163,26,60,1,203.18,203.18
164,26,10,2,363.69,727.38
165,26,126,1,171.77,171.77
166,26,121,5,59.35,296.75
167,26,12,2,235.62,471.24
168,26,180,2,120.89,241.78
169,26,4,2,69.2,138.4
170,26,162,1,346.17,346.17
171,27,28,1,129.39,129.39
172,27,128,5,55.17,275.85
173,28,84,1,362.22,362.22
174,28,176,5,81.1,405.5
175,28,140,2,324.46,648.92
176,28,83,2,382.53,765.06
177,28,196,1,242.98,242.98
178,28,152,2,488.58,977.16
179,28,86,1,78.08,78.08
180,29,63,5,346.54,1732.7
181,29,11,2,281.57,563.14
182,29,26,5,297.13,1485.65
183,29,97,2,434.64,869.28
184,29,5,4,448.25,1793.0
185,29,21,1,370.27,370.27
186,29,2,2,375.94,751.88
187,29,23,5,57.82,289.1
188,30,134,4,467.24,1868.96
189,30,106,2,215.08,430.16
190,30,45,5,458.31,2291.55
191,30,178,1,293.17,293.17
192,30,153,2,31.9,63.8
193,31,143,2,358.72,717.44
194,32,57,4,93.36,373.44
195,32,198,2,84.0,168.0
196,32,71,1,437.85,437.85
197,32,50,1,87.02,87.02
198,32,39,4,202.14,808.56
199,32,128,2,55.17,110.34
200,32,41,1,348.61,348.61
201,32,14,3,384.23,1152.69
202,32,73,2,386.01,772.02
203,33,46,2,440.66,881.32
204,33,8,4,131.68,526.72
205,33,132,1,313.61,313.61
206,33,19,2,66.42,132.84
207,33,185,4,338.65,1354.6
208,33,152,5,488.58,2442.9
209,33,84,4,362.22,1448.88
210,33,51,3,289.46,868.38
211,33,59,1,306.28,306.28
212,34,57,1,93.36,93.36
213,34,121,5,59.35,296.75
214,34,125,1,342.41,342.41
215,34,112,2,111.15,222.3
216,34,56,5,382.78,1913.9
217,34,117,2,428.64,857.28
218,34,100,3,111.96,335.88
219,35,9,5,32.74,163.7
220,35,16,3,153.38,460.14
221,35,35,1,469.59,469.59
222,36,41,5,348.61,1743.05
223,36,44,5,148.52,742.6
224,36,142,2,97.56,195.12
225,36,23,4,57.82,231.28
226,36,134,4,467.24,1868.96
227,36,56,5,382.78,1913.9
228,36,122,4,291.31,1165.24
229,36,72,1,312.31,312.31
230,36,187,4,127.83,511.32
231,36,189,2,313.41,626.82
232,37,2,4,375.94,1503.76
233,37,12,1,235.62,235.62
234,37,121,5,59.35,296.75
235,37,9,4,32.74,130.96
236,37,136,4,94.61,378.44
237,37,123,1,118.04,118.04
238,37,116,4,95.57,382.28
239,37,62,1,433.17,433.17
240,37,143,1,358.72,358.72
241,37,178,4,293.17,1172.68
242,38,123,3,118.04,354.12
243,39,198,2,84.0,168.0
244,39,181,4,334.26,1337.04
245,39,48,3,209.9,629.7
246,39,161,4,188.55,754.2
247,39,181,1,334.26,334.26
248,39,161,1,188.55,188.55
249,39,99,3,404.28,1212.84
250,39,136,1,94.61,94.61
251,40,159,3,31.36,94.08
252,40,189,1,313.41,313.41
253,41,11,3,281.57,844.71
254,41,94,2,246.88,493.76
255,41,166,5,369.7,1848.5
256,41,181,1,334.26,334.26
257,41,144,2,73.7,147.4
258,41,36,3,54.27,162.81
259,41,62,5,433.17,2165.85
260,41,30,4,435.91,1743.64
261,41,189,5,313.41,1567.05
262,41,180,2,120.89,241.78
263,42,71,1,437.85,437.85
264,42,17,3,479.46,1438.38
265,42,89,4,54.08,216.32
266,42,125,5,342.41,1712.05
267,42,135,1,146.94,146.94
268,42,121,5,59.35,296.75
269,42,174,5,168.46,842.3
270,43,21,4,370.27,1481.08
271,43,46,3,440.66,1321.98
272,44,128,2,55.17,110.34
273,44,53,5,450.95,2254.75
274,44,161,1,188.55,188.55
275,45,75,2,254.53,509.06
276,46,168,3,204.89,614.67
277,46,125,5,342.41,1712.05
278,46,171,5,194.83,974.15
279,46,141,4,21.7,86.8
280,46,118,3,52.62,157.86
281,46,146,2,285.21,570.42
282,47,198,1,84.0,84.0
283,47,38,3,137.51,412.53
284,47,73,4,386.01,1544.04
285,47,43,5,406.42,2032.1
286,47,42,5,129.94,649.7
287,48,11,3,281.57,844.71
288,48,148,2,451.48,902.96
289,49,89,2,54.08,108.16
290,49,96,4,190.06,760.24
291,49,139,2,254.5,509.0
292,49,137,3,121.1,363.3
293,49,32,1,420.37,420.37
294,49,104,4,44.28,177.12
295,50,85,3,230.29,690.87
296,50,122,3,291.31,873.93
297,50,194,5,393.64,1968.2
298,50,171,2,194.83,389.66
299,50,145,4,281.88,1127.52
300,50,87,1,182.28,182.28
301,50,188,4,31.72,126.88
302,50,11,2,281.57,563.14
303,50,174,5,168.46,842.3
304,51,84,1,362.22,362.22
305,51,156,2,203.62,407.24
306,52,174,1,168.46,168.46
307,52,132,4,313.61,1254.44
308,52,50,4,87.02,348.08
309,52,82,5,223.11,1115.55
310,52,155,5,148.07,740.35
311,52,15,3,355.11,1065.33
312,52,102,2,242.06,484.12
313,52,184,4,336.25,1345.0
314,53,144,1,73.7,73.7
315,53,56,4,382.78,1531.12
316,53,190,4,218.93,875.72
317,53,114,3,379.03,1137.09
318,53,42,4,129.94,519.76
319,53,187,4,127.83,511.32
320,53,36,5,54.27,271.35
321,53,154,1,395.55,395.55
322,54,23,1,57.82,57.82
323,54,105,3,485.12,1455.36
324,54,107,2,435.03,870.06
325,54,143,4,358.72,1434.88
326,54,182,5,232.24,1161.2
327,54,194,2,393.64,787.28
328,54,52,2,378.57,757.14
329,55,78,4,61.11,244.44
330,55,144,4,73.7,294.8
331,55,58,1,400.2,400.2
332,55,1,2,326.92,653.84
333,55,68,3,21.56,64.68
334,55,164,4,105.71,422.84
335,55,32,3,420.37,1261.11
336,55,107,2,435.03,870.06
337,55,126,2,171.77,343.54
338,55,8,1,131.68,131.68
339,56,112,3,111.15,333.45
340,56,161,4,188.55,754.2
341,56,178,1,293.17,293.17
342,56,96,5,190.06,950.3
343,56,188,5,31.72,158.6
344,56,5,3,448.25,1344.75
345,56,42,5,129.94,649.7
346,56,15,2,355.11,710.22
347,56,82,4,223.11,892.44
348,56,178,2,293.17,586.34
349,57,75,3,254.53,763.59
350,58,193,2,334.91,669.82
351,58,140,3,324.46,973.38
352,58,81,3,99.26,297.78
353,58,70,3,385.74,1157.22
354,58,25,5,445.02,2225.1
355,58,149,3,340.13,1020.39
356,58,37,1,102.15,102.15
357,58,36,5,54.27,271.35
358,58,73,3,386.01,1158.03
359,58,200,4,476.02,1904.08
360,59,144,5,73.7,368.5
361,59,177,5,345.11,1725.55
362,59,137,5,121.1,605.5
363,59,180,1,120.89,120.89
364,60,177,3,345.11,1035.33
365,60,36,4,54.27,217.08
366,60,153,5,31.9,159.5
367,60,196,3,242.98,728.94
368,60,45,3,458.31,1374.93
369,61,33,2,197.69,395.38
370,61,34,1,341.68,341.68
371,61,109,1,464.73,464.73
372,61,20,1,309.79,309.79
373,61,199,4,494.19,1976.76
374,62,152,1,488.58,488.58
375,62,121,1,59.35,59.35
376,62,65,1,380.42,380.42
377,62,17,3,479.46,1438.38
378,62,171,1,194.83,194.83
379,62,194,1,393.64,393.64
380,62,32,5,420.37,2101.85
381,62,53,5,450.95,2254.75
382,62,52,2,378.57,757.14
383,63,91,2,54.01,108.02
384,63,129,5,147.3,736.5
385,63,62,5,433.17,2165.85
386,63,146,1,285.21,285.21
387,63,26,5,297.13,1485.65
388,63,196,1,242.98,242.98
389,64,130,4,442.05,1768.2
390,64,94,5,246.88,1234.4
391,64,48,4,209.9,839.6
392,64,173,1,365.48,365.48
393,65,29,3,492.91,1478.73
394,65,32,4,420.37,1681.48
395,65,29,5,492.91,2464.55
396,65,35,4,469.59,1878.36
397,65,196,3,242.98,728.94
398,65,181,3,334.26,1002.78
399,65,143,1,358.72,358.72
400,66,176,4,81.1,324.4
401,66,58,5,400.2,2001.0
402,66,105,3,485.12,1455.36
403,66,110,2,223.04,446.08
404,66,18,4,69.06,276.24
405,67,113,5,298.01,1490.05
406,67,169,1,142.27,142.27
407,67,31,2,153.43,306.86
408,67,102,4,242.06,968.24
409,67,178,5,293.17,1465.85
410,67,27,2,53.39,106.78
411,67,17,3,479.46,1438.38
412,68,186,4,64.83,259.32
413,68,72,5,312.31,1561.55
414,68,152,3,488.58,1465.74
415,68,194,4,393.64,1574.56
416,68,92,4,341.11,1364.44
417,68,171,5,194.83,974.15
418,68,104,4,44.28,177.12
419,69,60,2,203.18,406.36
420,69,8,1,131.68,131.68
421,69,189,1,313.41,313.41
422,69,18,4,69.06,276.24
423,69,174,1,168.46,168.46
424,69,46,4,440.66,1762.64
425,69,155,3,148.07,444.21
426,69,40,3,350.32,1050.96
427,70,52,3,378.57,1135.71
428,70,170,4,20.81,83.24
429,70,126,5,171.77,858.85
430,70,67,5,228.69,1143.45
431,70,88,5,130.46,652.3
432,70,140,1,324.46,324.46
433,70,196,1,242.98,242.98
434,70,111,1,337.7,337.7
435,71,143,3,358.72,1076.16
436,71,181,2,334.26,668.52
437,71,126,4,171.77,687.08
438,72,176,5,81.1,405.5
439,72,147,4,40.08,160.32
440,72,122,5,291.31,1456.55
441,72,41,5,348.61,1743.05
442,72,15,4,355.11,1420.44
443,72,68,4,21.56,86.24
444,72,152,4,488.58,1954.32
445,72,158,3,166.49,499.47
446,72,197,3,460.39,1381.17
447,73,190,5,218.93,1094.65
448,73,7,3,34.3,102.9
449,73,98,1,49.09,49.09
450,73,110,3,223.04,669.12
451,73,92,4,341.11,1364.44
452,73,90,1,129.89,129.89
453,74,79,1,489.43,489.43
454,74,87,2,182.28,364.56
455,75,69,1,440.41,440.41
456,75,179,4,420.19,1680.76
457,75,151,1,379.75,379.75
458,75,82,4,223.11,892.44
459,75,147,4,40.08,160.32
460,75,83,5,382.53,1912.65
461,75,26,4,297.13,1188.52
462,76,43,5,406.42,2032.1
463,76,77,3,47.8,143.4
464,76,112,2,111.15,222.3
465,76,128,1,55.17,55.17
466,76,138,2,350.0,700.0
467,76,74,3,460.88,1382.64
468,77,25,5,445.02,2225.1
469,77,87,3,182.28,546.84
470,77,18,5,69.06,345.3
471,77,136,4,94.61,378.44
472,77,110,2,223.04,446.08
473,77,89,1,54.08,54.08
474,77,167,3,310.98,932.94
475,77,130,3,442.05,1326.15
476,77,111,5,337.7,1688.5
477,77,81,2,99.26,198.52
478,78,5,5,448.25,2241.25
479,78,48,5,209.9,1049.5
480,78,128,2,55.17,110.34
481,79,145,1,281.88,281.88
482,79,134,2,467.24,934.48
483,79,94,4,246.88,987.52
484,79,38,2,137.51,275.02
485,79,39,3,202.14,606.42
486,79,112,4,111.15,444.6
487,79,82,1,223.11,223.11
488,80,61,4,273.97,1095.88
489,80,62,1,433.17,433.17
490,80,39,2,202.14,404.28
491,80,8,2,131.68,263.36
492,80,80,4,81.63,326.52
493,80,125,5,342.41,1712.05
494,80,112,4,111.15,444.6
495,80,166,1,369.7,369.7
496,80,52,2,378.57,757.14
497,80,70,2,385.74,771.48
498,81,6,1,303.44,303.44
499,81,22,3,79.92,239.76
500,81,155,3,148.07,444.21
501,81,17,4,479.46,1917.84
502,81,94,1,246.88,246.88
503,81,102,2,242.06,484.12
504,81,61,1,273.97,273.97
505,81,147,5,40.08,200.4
506,82,61,5,273.97,1369.85
507,82,32,3,420.37,1261.11
508,83,37,1,102.15,102.15
509,83,45,2,458.31,916.62
510,83,71,4,437.85,1751.4
511,83,105,3,485.12,1455.36
512,84,140,4,324.46,1297.84
513,84,122,2,291.31,582.62
514,84,72,2,312.31,624.62
515,84,93,4,83.51,334.04
516,84,184,3,336.25,1008.75
517,84,79,1,489.43,489.43
518,85,65,5,380.42,1902.1
519,85,99,3,404.28,1212.84
520,85,164,3,105.71,317.13
521,85,176,1,81.1,81.1
522,86,78,1,61.11,61.11
523,86,194,2,393.64,787.28
524,86,77,2,47.8,95.6
525,86,42,4,129.94,519.76
526,86,162,3,346.17,1038.51
527,87,189,4,313.41,1253.64
528,87,86,4,78.08,312.32
529,87,26,2,297.13,594.26
530,87,179,3,420.19,1260.57
531,87,130,1,442.05,442.05
532,87,91,4,54.01,216.04
533,87,155,5,148.07,740.35
534,87,189,3,313.41,940.23
535,88,1,4,326.92,1307.68
536,88,52,3,378.57,1135.71
537,88,81,5,99.26,496.3
538,89,82,4,223.11,892.44
539,89,123,2,118.04,236.08
540,89,67,2,228.69,457.38
541,89,176,5,81.1,405.5
542,89,84,3,362.22,1086.66
543,89,51,1,289.46,289.46
544,89,107,3,435.03,1305.09
545,90,166,5,369.7,1848.5
546,90,161,2,188.55,377.1
547,90,23,4,57.82,231.28
548,90,51,3,289.46,868.38
549,90,180,2,120.89,241.78
550,90,13,4,408.53,1634.12
551,90,159,4,31.36,125.44
552,90,154,3,395.55,1186.65
553,90,39,1,202.14,202.14
554,91,198,4,84.0,336.0
555,91,173,4,365.48,1461.92
556,91,31,2,153.43,306.86
557,91,183,2,247.13,494.26
558,91,49,3,240.25,720.75
559,91,74,4,460.88,1843.52
560,91,98,2,49.09,98.18
561,92,108,2,201.91,403.82
562,92,105,2,485.12,970.24
563,92,8,3,131.68,395.04
564,92,68,2,21.56,43.12
565,93,35,3,469.59,1408.77
566,93,178,4,293.17,1172.68
567,93,176,2,81.1,162.2
568,93,183,4,247.13,988.52
569,93,182,4,232.24,928.96
570,93,189,5,313.41,1567.05
571,93,66,1,183.28,183.28
572,93,25,5,445.02,2225.1
573,94,182,1,232.24,232.24
574,94,2,3,375.94,1127.82
575,94,130,5,442.05,2210.25
576,94,98,3,49.09,147.27
577,94,102,3,242.06,726.18
578,94,34,5,341.68,1708.4
579,94,11,5,281.57,1407.85
580,94,46,3,440.66,1321.98
581,94,44,5,148.52,742.6
582,94,127,3,239.98,719.94
583,95,30,3,435.91,1307.73
584,95,12,2,235.62,471.24
585,95,128,3,55.17,165.51
586,95,192,3,257.3,771.9
587,95,111,3,337.7,1013.1
588,96,81,4,99.26,397.04
589,96,196,2,242.98,485.96
590,96,143,4,358.72,1434.88
591,97,42,4,129.94,519.76
592,97,112,1,111.15,111.15
593,97,127,1,239.98,239.98
594,97,114,3,379.03,1137.09
595,97,182,5,232.24,1161.2
596,98,53,3,450.95,1352.85
597,98,47,2,122.06,244.12
598,99,135,5,146.94,734.7
599,100,73,1,386.01,386.01
600,101,182,4,232.24,928.96
601,101,117,3,428.64,1285.92
602,101,153,1,31.9,31.9
603,101,85,1,230.29,230.29
604,101,168,5,204.89,1024.45
605,101,116,3,95.57,286.71
606,101,188,5,31.72,158.6
607,101,34,2,341.68,683.36
608,102,24,4,418.11,1672.44
609,102,66,2,183.28,366.56
610,102,62,4,433.17,1732.68
611,102,23,1,57.82,57.82
612,102,54,2,193.76,387.52
613,102,100,4,111.96,447.84
614,102,73,2,386.01,772.02
615,103,34,3,341.68,1025.04
616,103,171,1,194.83,194.83
617,103,95,5,111.4,557.0
618,103,52,4,378.57,1514.28
619,103,115,4,300.41,1201.64
620,103,122,3,291.31,873.93
621,103,145,5,281.88,1409.4
622,103,109,1,464.73,464.73
623,103,194,4,393.64,1574.56
624,103,95,5,111.4,557.0
625,104,166,2,369.7,739.4
626,104,127,5,239.98,1199.9
627,104,162,5,346.17,1730.85
628,104,22,3,79.92,239.76
629,105,64,5,347.22,1736.1
630,105,110,3,223.04,669.12
631,105,146,1,285.21,285.21
632,105,142,1,97.56,97.56
633,105,12,5,235.62,1178.1
634,106,91,3,54.01,162.03
635,106,150,1,444.38,444.38
636,106,197,5,460.39,2301.95
637,106,5,1,448.25,448.25
638,106,190,4,218.93,875.72
639,107,81,5,99.26,496.3
640,107,186,4,64.83,259.32
641,107,194,4,393.64,1574.56
642,107,160,3,177.57,532.71
643,107,88,2,130.46,260.92
644,108,112,5,111.15,555.75
645,108,5,1,448.25,448.25
646,109,169,5,142.27,711.35
647,109,186,4,64.83,259.32
648,109,78,5,61.11,305.55
649,109,158,3,166.49,499.47
650,109,177,4,345.11,1380.44
651,109,78,1,61.11,61.11
652,109,33,2,197.69,395.38
653,110,124,2,134.57,269.14
654,110,167,2,310.98,621.96
655,110,112,5,111.15,555.75
656,110,49,1,240.25,240.25
657,111,40,4,350.32,1401.28
658,111,125,4,342.41,1369.64
659,111,6,4,303.44,1213.76
660,112,27,4,53.39,213.56
661,113,10,4,363.69,1454.76
662,113,103,4,407.85,1631.4
663,113,132,5,313.61,1568.05
664,113,186,5,64.83,324.15
665,113,174,4,168.46,673.84
666,114,17,3,479.46,1438.38
667,114,166,4,369.7,1478.8
668,114,122,1,291.31,291.31
669,114,127,5,239.98,1199.9
670,114,166,3,369.7,1109.1
671,114,115,4,300.41,1201.64
672,114,6,2,303.44,606.88
673,114,74,2,460.88,921.76
674,114,121,3,59.35,178.05
675,115,34,3,341.68,1025.04
676,115,186,4,64.83,259.32
677,115,107,3,435.03,1305.09
678,115,121,2,59.35,118.7
679,115,160,2,177.57,355.14
680,115,73,1,386.01,386.01
681,115,171,4,194.83,779.32
682,115,34,2,341.68,683.36
683,116,61,2,273.97,547.94
684,116,143,1,358.72,358.72
685,116,5,3,448.25,1344.75
686,116,67,3,228.69,686.07
687,116,174,2,168.46,336.92
688,117,59,1,306.28,306.28
689,117,144,2,73.7,147.4
690,117,125,3,342.41,1027.23
691,117,88,3,130.46,391.38
692,117,197,1,460.39,460.39
693,117,198,5,84.0,420.0
694,117,69,2,440.41,880.82
695,117,177,5,345.11,1725.55
696,117,155,1,148.07,148.07
697,117,181,1,334.26,334.26
698,118,27,5,53.39,266.95
699,118,11,5,281.57,1407.85
700,118,27,2,53.39,106.78
701,118,162,1,346.17,346.17
702,118,53,3,450.95,1352.85
703,118,41,3,348.61,1045.83
704,118,182,4,232.24,928.96
705,118,196,5,242.98,1214.9
706,118,128,1,55.17,55.17
707,118,40,3,350.32,1050.96
708,119,63,4,346.54,1386.16
709,120,162,2,346.17,692.34
710,120,39,5,202.14,1010.7
711,120,108,2,201.91,403.82
712,120,36,4,54.27,217.08
713,120,106,4,215.08,860.32
714,120,118,5,52.62,263.1
715,121,18,1,69.06,69.06
716,121,87,3,182.28,546.84
717,121,103,2,407.85,815.7
718,121,112,1,111.15,111.15
719,121,101,1,87.29,87.29
720,121,170,2,20.81,41.62
721,121,148,1,451.48,451.48
722,121,162,5,346.17,1730.85
723,121,76,4,441.79,1767.16
724,122,72,5,312.31,1561.55
725,123,160,5,177.57,887.85
726,123,167,4,310.98,1243.92
727,123,179,3,420.19,1260.57
728,123,167,4,310.98,1243.92
729,123,199,2,494.19,988.38
730,123,78,1,61.11,61.11
731,123,10,5,363.69,1818.45
732,123,86,4,78.08,312.32
733,123,186,2,64.83,129.66
734,124,134,3,467.24,1401.72
735,124,194,2,393.64,787.28
736,124,6,1,303.44,303.44
737,124,139,5,254.5,1272.5
738,124,67,2,228.69,457.38
739,125,67,5,228.69,1143.45
740,125,91,1,54.01,54.01
741,125,13,1,408.53,408.53
742,125,115,3,300.41,901.23
743,125,147,1,40.08,40.08
744,125,117,3,428.64,1285.92
745,126,90,3,129.89,389.67
746,126,73,5,386.01,1930.05
747,126,173,2,365.48,730.96
748,126,183,4,247.13,988.52
749,127,117,1,428.64,428.64
750,127,38,4,137.51,550.04
751,127,106,1,215.08,215.08
752,127,24,1,418.11,418.11
753,127,109,2,464.73,929.46
754,127,122,2,291.31,582.62
755,128,200,4,476.02,1904.08
756,128,68,5,21.56,107.8
757,128,128,4,55.17,220.68
758,128,113,4,298.01,1192.04
759,128,188,4,31.72,126.88
760,128,42,2,129.94,259.88
761,128,130,2,442.05,884.1
762,128,125,4,342.41,1369.64
763,128,34,5,341.68,1708.4
764,129,144,3,73.7,221.1
765,129,31,5,153.43,767.15
766,129,105,1,485.12,485.12
767,130,79,3,489.43,1468.29
768,130,78,3,61.11,183.33
769,130,125,1,342.41,342.41
770,130,37,2,102.15,204.3
771,130,151,4,379.75,1519.0
772,130,13,3,408.53,1225.59
773,131,90,1,129.89,129.89
774,131,12,4,235.62,942.48
775,131,124,5,134.57,672.85
776,131,80,5,81.63,408.15
777,131,116,3,95.57,286.71
778,131,97,4,434.64,1738.56
779,131,185,5,338.65,1693.25
780,131,34,2,341.68,683.36
781,131,130,4,442.05,1768.2
782,132,105,4,485.12,1940.48
783,132,60,4,203.18,812.72
784,132,87,5,182.28,911.4
785,132,12,4,235.62,942.48
786,132,189,3,313.41,940.23
787,132,166,1,369.7,369.7
788,132,43,1,406.42,406.42
789,132,147,3,40.08,120.24
790,132,144,1,73.7,73.7
791,132,165,5,72.03,360.15
792,133,49,4,240.25,961.0
793,133,129,1,147.3,147.3
794,133,31,5,153.43,767.15
795,133,47,1,122.06,122.06
796,133,71,2,437.85,875.7
797,133,63,5,346.54,1732.7
798,133,114,1,379.03,379.03
799,133,137,5,121.1,605.5
800,133,83,4,382.53,1530.12
801,134,136,3,94.61,283.83
802,135,47,3,122.06,366.18
803,135,197,1,460.39,460.39
804,135,40,3,350.32,1050.96
805,136,77,4,47.8,191.2
806,137,52,2,378.57,757.14
807,138,30,3,435.91,1307.73
808,138,16,3,153.38,460.14
809,138,119,5,77.55,387.75
810,138,105,1,485.12,485.12
811,138,124,1,134.57,134.57
812,138,105,2,485.12,970.24
813,138,5,3,448.25,1344.75
814,139,78,5,61.11,305.55
815,139,105,4,485.12,1940.48
816,139,22,5,79.92,399.6
817,140,109,5,464.73,2323.65
818,140,116,1,95.57,95.57
819,140,1,4,326.92,1307.68
820,140,159,3,31.36,94.08
821,140,168,2,204.89,409.78
822,140,1,1,326.92,326.92
823,140,124,3,134.57,403.71
824,140,154,3,395.55,1186.65
825,140,175,4,213.15,852.6
826,141,145,1,281.88,281.88
827,141,77,1,47.8,47.8
828,141,102,1,242.06,242.06
829,141,36,5,54.27,271.35
830,141,72,4,312.31,1249.24
831,141,54,5,193.76,968.8
832,141,130,3,442.05,1326.15
833,141,175,3,213.15,639.45
834,141,163,3,470.83,1412.49
835,142,154,3,395.55,1186.65
836,142,5,2,448.25,896.5
837,142,166,1,369.7,369.7
838,142,156,4,203.62,814.48
839,142,2,1,375.94,375.94
840,142,173,2,365.48,730.96
841,142,106,5,215.08,1075.4
842,142,179,4,420.19,1680.76
843,143,173,1,365.48,365.48
844,143,91,4,54.01,216.04
845,143,154,3,395.55,1186.65
846,143,100,2,111.96,223.92
847,143,197,1,460.39,460.39
848,143,32,4,420.37,1681.48
849,143,95,2,111.4,222.8
850,143,114,1,379.03,379.03
851,144,161,3,188.55,565.65
852,144,184,2,336.25,672.5
853,144,60,4,203.18,812.72
854,144,93,1,83.51,83.51
855,144,72,4,312.31,1249.24
